Transcript_ID	Length	Longest_ORF	Coding_Score	Classification
Cp_V2_contig_11514	889	630	0.709	coding
Cp_V2_contig_11515	1329	1140	0.858	coding
Cp_V2_contig_11516	1367	1233	0.902	coding
Cp_V2_contig_11517	330	54	0.164	lncRNA
Cp_V2_contig_11518	937	552	0.589	coding
Cp_V2_contig_11519	1059	738	0.697	coding
Cp_V2_contig_11520	624	84	0.135	lncRNA
Cp_V2_contig_11521	1923	111	0.058	lncRNA
Cp_V2_contig_11522	518	114	0.220	lncRNA
Cp_V2_contig_11523	324	54	0.167	lncRNA
Cp_V2_contig_11524	562	165	0.294	lncRNA
Cp_V2_contig_11525	430	81	0.188	lncRNA
Cp_V2_contig_11526	949	381	0.401	lncRNA
Cp_V2_contig_11527	528	213	0.403	lncRNA
Cp_V2_contig_11528	749	210	0.280	lncRNA
Cp_V2_contig_11529	1057	246	0.233	lncRNA
Cp_V2_contig_11530	612	120	0.196	lncRNA
Cp_V2_contig_11531	360	51	0.142	lncRNA
Cp_V2_contig_11532	1165	129	0.111	lncRNA
Cp_V2_contig_11533	706	102	0.144	lncRNA
Cp_V2_contig_11534	607	0	0.000	lncRNA
Cp_V2_contig_11535	570	432	0.758	coding
Cp_V2_contig_11536	306	156	0.510	coding
Cp_V2_contig_11537	357	6	0.017	lncRNA
Cp_V2_contig_11538	994	162	0.163	lncRNA
Cp_V2_contig_11539	953	246	0.258	lncRNA
Cp_V2_contig_11540	392	75	0.191	lncRNA
Cp_V2_contig_11541	1118	360	0.322	lncRNA
Cp_V2_contig_11542	582	36	0.062	lncRNA
Cp_V2_contig_11543	881	162	0.184	lncRNA
Cp_V2_contig_11544	930	201	0.216	lncRNA
Cp_V2_contig_11545	1061	510	0.481	lncRNA
Cp_V2_contig_11546	1603	228	0.142	lncRNA
Cp_V2_contig_11547	1048	159	0.152	lncRNA
Cp_V2_contig_11548	722	87	0.120	lncRNA
Cp_V2_contig_11549	408	12	0.029	lncRNA
Cp_V2_contig_11550	963	834	0.866	coding
Cp_V2_contig_11551	1523	279	0.183	lncRNA
Cp_V2_contig_11552	1235	240	0.194	lncRNA
Cp_V2_contig_11553	326	30	0.092	lncRNA
Cp_V2_contig_11554	1905	1575	0.827	coding
Cp_V2_contig_11555	402	195	0.485	lncRNA
Cp_V2_contig_11556	1611	1437	0.892	coding
Cp_V2_contig_11557	869	633	0.728	coding
Cp_V2_contig_11558	473	63	0.133	lncRNA
Cp_V2_contig_11559	1135	135	0.119	lncRNA
Cp_V2_contig_11560	976	54	0.055	lncRNA
Cp_V2_contig_11561	807	360	0.446	lncRNA
Cp_V2_contig_11562	501	213	0.425	lncRNA
Cp_V2_contig_11563	471	81	0.172	lncRNA
Cp_V2_contig_11564	2678	192	0.072	lncRNA
Cp_V2_contig_11565	1119	189	0.169	lncRNA
Cp_V2_contig_11566	941	669	0.711	coding
Cp_V2_contig_11567	482	150	0.311	lncRNA
Cp_V2_contig_11568	370	0	0.000	lncRNA
Cp_V2_contig_11569	304	78	0.257	lncRNA
Cp_V2_contig_11570	951	849	0.893	coding
Cp_V2_contig_11571	502	204	0.406	lncRNA
Cp_V2_contig_11572	722	531	0.735	coding
Cp_V2_contig_11573	395	144	0.365	lncRNA
Cp_V2_contig_11574	309	198	0.641	coding
Cp_V2_contig_11575	473	48	0.101	lncRNA
Cp_V2_contig_11576	649	81	0.125	lncRNA
Cp_V2_contig_11577	443	66	0.149	lncRNA
Cp_V2_contig_11578	407	288	0.708	coding
Cp_V2_contig_11579	586	51	0.087	lncRNA
Cp_V2_contig_11580	762	147	0.193	lncRNA
Cp_V2_contig_11581	341	93	0.273	lncRNA
Cp_V2_contig_11582	1230	345	0.280	lncRNA
Cp_V2_contig_11583	376	81	0.215	lncRNA
Cp_V2_contig_11584	1212	222	0.183	lncRNA
Cp_V2_contig_11585	570	279	0.489	lncRNA
Cp_V2_contig_11586	688	450	0.654	coding
Cp_V2_contig_11587	813	234	0.288	lncRNA
Cp_V2_contig_11588	816	609	0.746	coding
Cp_V2_contig_11589	2181	405	0.186	lncRNA
Cp_V2_contig_11590	642	0	0.000	lncRNA
Cp_V2_contig_11591	1049	885	0.844	coding
Cp_V2_contig_11592	1543	243	0.157	lncRNA
Cp_V2_contig_11593	1027	951	0.926	coding
Cp_V2_contig_11594	1063	825	0.776	coding
Cp_V2_contig_11595	305	54	0.177	lncRNA
Cp_V2_contig_11596	309	90	0.291	lncRNA
Cp_V2_contig_11597	5477	438	0.080	lncRNA
Cp_V2_contig_11598	732	177	0.242	lncRNA
Cp_V2_contig_11599	700	102	0.146	lncRNA
Cp_V2_contig_11600	373	102	0.273	lncRNA
Cp_V2_contig_11601	329	75	0.228	lncRNA
Cp_V2_contig_11602	1242	1140	0.918	coding
Cp_V2_contig_11603	2833	279	0.098	lncRNA
Cp_V2_contig_11604	669	246	0.368	lncRNA
Cp_V2_contig_11605	1241	1032	0.832	coding
Cp_V2_contig_11606	619	141	0.228	lncRNA
Cp_V2_contig_11607	928	429	0.462	lncRNA
Cp_V2_contig_11608	630	57	0.090	lncRNA
Cp_V2_contig_11609	550	0	0.000	lncRNA
Cp_V2_contig_11610	311	48	0.154	lncRNA
Cp_V2_contig_11611	732	471	0.643	coding
Cp_V2_contig_11612	986	777	0.788	coding
Cp_V2_contig_11613	567	141	0.249	lncRNA
Cp_V2_contig_11614	319	231	0.724	coding
Cp_V2_contig_11615	626	495	0.791	coding
Cp_V2_contig_11616	1621	240	0.148	lncRNA
Cp_V2_contig_11617	1050	993	0.946	coding
Cp_V2_contig_11618	314	120	0.382	lncRNA
Cp_V2_contig_11619	399	123	0.308	lncRNA
Cp_V2_contig_11620	1896	294	0.155	lncRNA
Cp_V2_contig_11621	330	57	0.173	lncRNA
Cp_V2_contig_11622	308	102	0.331	lncRNA
Cp_V2_contig_11623	613	444	0.724	coding
Cp_V2_contig_11624	845	183	0.217	lncRNA
Cp_V2_contig_11625	1606	1512	0.941	coding
Cp_V2_contig_11626	475	54	0.114	lncRNA
Cp_V2_contig_11627	433	72	0.166	lncRNA
Cp_V2_contig_11628	472	72	0.153	lncRNA
Cp_V2_contig_11629	449	99	0.220	lncRNA
Cp_V2_contig_11630	463	93	0.201	lncRNA
Cp_V2_contig_11631	813	147	0.181	lncRNA
Cp_V2_contig_11632	502	9	0.018	lncRNA
Cp_V2_contig_11633	533	78	0.146	lncRNA
Cp_V2_contig_11634	307	66	0.215	lncRNA
Cp_V2_contig_11635	969	252	0.260	lncRNA
Cp_V2_contig_11636	387	39	0.101	lncRNA
Cp_V2_contig_11637	382	36	0.094	lncRNA
Cp_V2_contig_11638	540	90	0.167	lncRNA
Cp_V2_contig_11639	383	180	0.470	lncRNA
Cp_V2_contig_11640	327	117	0.358	lncRNA
Cp_V2_contig_11641	450	63	0.140	lncRNA
Cp_V2_contig_11642	445	285	0.640	coding
Cp_V2_contig_11643	493	123	0.249	lncRNA
Cp_V2_contig_11644	372	6	0.016	lncRNA
Cp_V2_contig_11645	362	6	0.017	lncRNA
Cp_V2_contig_11646	344	186	0.541	coding
Cp_V2_contig_11647	600	39	0.065	lncRNA
Cp_V2_contig_11648	1328	183	0.138	lncRNA
Cp_V2_contig_11649	318	63	0.198	lncRNA
Cp_V2_contig_11650	570	105	0.184	lncRNA
Cp_V2_contig_11651	330	132	0.400	lncRNA
Cp_V2_contig_11652	1538	87	0.057	lncRNA
Cp_V2_contig_11653	1419	264	0.186	lncRNA
Cp_V2_contig_11654	891	255	0.286	lncRNA
Cp_V2_contig_11655	304	30	0.099	lncRNA
Cp_V2_contig_11656	2053	1653	0.805	coding
Cp_V2_contig_11657	307	9	0.029	lncRNA
Cp_V2_contig_11658	388	129	0.332	lncRNA
Cp_V2_contig_11659	1690	294	0.174	lncRNA
Cp_V2_contig_11660	1767	1239	0.701	coding
Cp_V2_contig_11661	1503	135	0.090	lncRNA
Cp_V2_contig_11662	1202	1017	0.846	coding
Cp_V2_contig_11663	581	117	0.201	lncRNA
Cp_V2_contig_11664	469	33	0.070	lncRNA
Cp_V2_contig_11665	854	360	0.422	lncRNA
Cp_V2_contig_11666	621	564	0.908	coding
Cp_V2_contig_11667	310	6	0.019	lncRNA
Cp_V2_contig_11668	453	99	0.219	lncRNA
Cp_V2_contig_11669	338	180	0.533	coding
Cp_V2_contig_11670	516	222	0.430	lncRNA
Cp_V2_contig_11671	341	0	0.000	lncRNA
Cp_V2_contig_11672	396	279	0.705	coding
Cp_V2_contig_11673	440	117	0.266	lncRNA
Cp_V2_contig_11674	2751	2307	0.839	coding
Cp_V2_contig_11675	356	165	0.463	lncRNA
Cp_V2_contig_11676	1945	156	0.080	lncRNA
Cp_V2_contig_11677	591	33	0.056	lncRNA
Cp_V2_contig_11678	1059	258	0.244	lncRNA
Cp_V2_contig_11679	523	132	0.252	lncRNA
Cp_V2_contig_11680	445	75	0.169	lncRNA
Cp_V2_contig_11681	1032	861	0.834	coding
Cp_V2_contig_11682	442	42	0.095	lncRNA
Cp_V2_contig_11683	515	144	0.280	lncRNA
Cp_V2_contig_11684	319	132	0.414	lncRNA
Cp_V2_contig_11685	393	183	0.466	lncRNA
Cp_V2_contig_11686	1569	78	0.050	lncRNA
Cp_V2_contig_11687	1277	942	0.738	coding
Cp_V2_contig_11688	486	57	0.117	lncRNA
Cp_V2_contig_11689	1335	1218	0.912	coding
Cp_V2_contig_11690	386	30	0.078	lncRNA
Cp_V2_contig_11691	1969	1368	0.695	coding
Cp_V2_contig_11692	715	105	0.147	lncRNA
Cp_V2_contig_11693	700	330	0.471	lncRNA
Cp_V2_contig_11694	827	315	0.381	lncRNA
Cp_V2_contig_11695	562	39	0.069	lncRNA
Cp_V2_contig_11696	1498	1251	0.835	coding
Cp_V2_contig_11697	370	99	0.268	lncRNA
Cp_V2_contig_11698	1569	417	0.266	lncRNA
Cp_V2_contig_11699	319	63	0.197	lncRNA
Cp_V2_contig_11700	991	876	0.884	coding
Cp_V2_contig_11701	539	297	0.551	coding
Cp_V2_contig_11702	875	432	0.494	lncRNA
Cp_V2_contig_11703	462	135	0.292	lncRNA
Cp_V2_contig_11704	685	120	0.175	lncRNA
Cp_V2_contig_11705	845	183	0.217	lncRNA
Cp_V2_contig_11706	824	723	0.877	coding
Cp_V2_contig_11707	1000	204	0.204	lncRNA
Cp_V2_contig_11708	326	21	0.064	lncRNA
Cp_V2_contig_11709	345	174	0.504	coding
Cp_V2_contig_11710	2397	165	0.069	lncRNA
Cp_V2_contig_11711	385	69	0.179	lncRNA
Cp_V2_contig_11712	2688	2427	0.903	coding
Cp_V2_contig_11713	1522	186	0.122	lncRNA
Cp_V2_contig_11714	749	78	0.104	lncRNA
Cp_V2_contig_11715	662	249	0.376	lncRNA
Cp_V2_contig_11716	1407	156	0.111	lncRNA
Cp_V2_contig_11717	591	42	0.071	lncRNA
Cp_V2_contig_11718	836	78	0.093	lncRNA
Cp_V2_contig_11719	3220	342	0.106	lncRNA
Cp_V2_contig_11720	1149	144	0.125	lncRNA
Cp_V2_contig_11721	368	267	0.726	coding
Cp_V2_contig_11722	990	156	0.158	lncRNA
Cp_V2_contig_11723	690	375	0.543	coding
Cp_V2_contig_11724	1161	99	0.085	lncRNA
Cp_V2_contig_11725	1803	1419	0.787	coding
Cp_V2_contig_11726	474	42	0.089	lncRNA
Cp_V2_contig_11727	2082	1710	0.821	coding
Cp_V2_contig_11728	491	72	0.147	lncRNA
Cp_V2_contig_11729	355	72	0.203	lncRNA
Cp_V2_contig_11730	887	594	0.670	coding
Cp_V2_contig_11731	592	105	0.177	lncRNA
Cp_V2_contig_11732	321	126	0.393	lncRNA
Cp_V2_contig_11733	938	819	0.873	coding
Cp_V2_contig_11734	408	102	0.250	lncRNA
Cp_V2_contig_11735	1236	1038	0.840	coding
Cp_V2_contig_11736	364	141	0.387	lncRNA
Cp_V2_contig_11737	1231	906	0.736	coding
Cp_V2_contig_11738	661	219	0.331	lncRNA
Cp_V2_contig_11739	430	165	0.384	lncRNA
Cp_V2_contig_11740	456	249	0.546	coding
Cp_V2_contig_11741	1462	1296	0.886	coding
Cp_V2_contig_11742	1409	489	0.347	lncRNA
Cp_V2_contig_11743	772	69	0.089	lncRNA
Cp_V2_contig_11744	554	108	0.195	lncRNA
Cp_V2_contig_11745	2267	183	0.081	lncRNA
Cp_V2_contig_11746	646	90	0.139	lncRNA
Cp_V2_contig_11747	497	87	0.175	lncRNA
Cp_V2_contig_11748	1967	120	0.061	lncRNA
Cp_V2_contig_11749	1086	204	0.188	lncRNA
Cp_V2_contig_11750	657	378	0.575	coding
Cp_V2_contig_11751	399	63	0.158	lncRNA
Cp_V2_contig_11752	681	126	0.185	lncRNA
Cp_V2_contig_11753	384	0	0.000	lncRNA
Cp_V2_contig_11754	591	531	0.898	coding
Cp_V2_contig_11755	890	255	0.287	lncRNA
Cp_V2_contig_11756	400	0	0.000	lncRNA
Cp_V2_contig_11757	1030	930	0.903	coding
Cp_V2_contig_11758	324	0	0.000	lncRNA
Cp_V2_contig_11759	499	30	0.060	lncRNA
Cp_V2_contig_11760	851	642	0.754	coding
Cp_V2_contig_11761	1307	270	0.207	lncRNA
Cp_V2_contig_11762	1421	1335	0.939	coding
Cp_V2_contig_11763	569	51	0.090	lncRNA
Cp_V2_contig_11764	1069	84	0.079	lncRNA
Cp_V2_contig_11765	1526	918	0.602	coding
Cp_V2_contig_11766	501	60	0.120	lncRNA
Cp_V2_contig_11767	424	198	0.467	lncRNA
Cp_V2_contig_11768	1007	618	0.614	coding
Cp_V2_contig_11769	2238	177	0.079	lncRNA
Cp_V2_contig_11770	1450	198	0.137	lncRNA
Cp_V2_contig_11771	370	138	0.373	lncRNA
Cp_V2_contig_11772	819	129	0.158	lncRNA
Cp_V2_contig_11773	375	258	0.688	coding
Cp_V2_contig_11774	403	120	0.298	lncRNA
Cp_V2_contig_11775	1693	390	0.230	lncRNA
Cp_V2_contig_11776	758	171	0.226	lncRNA
Cp_V2_contig_11777	912	186	0.204	lncRNA
Cp_V2_contig_11778	1098	222	0.202	lncRNA
Cp_V2_contig_11779	511	189	0.370	lncRNA
Cp_V2_contig_11780	1322	1179	0.892	coding
Cp_V2_contig_11781	321	135	0.421	lncRNA
Cp_V2_contig_11782	653	375	0.574	coding
Cp_V2_contig_11783	953	186	0.195	lncRNA
Cp_V2_contig_11784	1412	87	0.062	lncRNA
Cp_V2_contig_11785	966	75	0.078	lncRNA
Cp_V2_contig_11786	951	711	0.748	coding
Cp_V2_contig_11787	839	480	0.572	coding
Cp_V2_contig_11788	2579	2385	0.925	coding
Cp_V2_contig_11789	598	471	0.788	coding
Cp_V2_contig_11790	371	273	0.736	coding
Cp_V2_contig_11791	476	96	0.202	lncRNA
Cp_V2_contig_11792	925	576	0.623	coding
Cp_V2_contig_11793	394	102	0.259	lncRNA
Cp_V2_contig_11794	777	555	0.714	coding
Cp_V2_contig_11795	1051	144	0.137	lncRNA
Cp_V2_contig_11796	1420	1182	0.832	coding
Cp_V2_contig_11797	743	222	0.299	lncRNA
Cp_V2_contig_11798	1173	186	0.159	lncRNA
Cp_V2_contig_11799	482	54	0.112	lncRNA
Cp_V2_contig_11800	302	21	0.070	lncRNA
Cp_V2_contig_11801	959	219	0.228	lncRNA
Cp_V2_contig_11802	657	54	0.082	lncRNA
Cp_V2_contig_11803	408	15	0.037	lncRNA
Cp_V2_contig_11804	828	21	0.025	lncRNA
Cp_V2_contig_11805	307	15	0.049	lncRNA
Cp_V2_contig_11806	826	219	0.265	lncRNA
Cp_V2_contig_11807	475	99	0.208	lncRNA
Cp_V2_contig_11808	395	126	0.319	lncRNA
Cp_V2_contig_11809	335	30	0.090	lncRNA
Cp_V2_contig_11810	533	171	0.321	lncRNA
Cp_V2_contig_11811	1868	1173	0.628	coding
Cp_V2_contig_11812	339	102	0.301	lncRNA
Cp_V2_contig_11813	601	105	0.175	lncRNA
Cp_V2_contig_11814	825	138	0.167	lncRNA
Cp_V2_contig_11815	346	87	0.251	lncRNA
Cp_V2_contig_11816	414	78	0.188	lncRNA
Cp_V2_contig_11817	568	96	0.169	lncRNA
Cp_V2_contig_11818	332	90	0.271	lncRNA
Cp_V2_contig_11819	1230	78	0.063	lncRNA
Cp_V2_contig_11820	300	126	0.420	lncRNA
Cp_V2_contig_11821	395	102	0.258	lncRNA
Cp_V2_contig_11822	585	132	0.226	lncRNA
Cp_V2_contig_11823	678	309	0.456	lncRNA
Cp_V2_contig_11824	797	0	0.000	lncRNA
Cp_V2_contig_11825	854	576	0.674	coding
Cp_V2_contig_11826	792	240	0.303	lncRNA
Cp_V2_contig_11827	830	597	0.719	coding
Cp_V2_contig_11828	349	57	0.163	lncRNA
Cp_V2_contig_11829	354	90	0.254	lncRNA
Cp_V2_contig_11830	369	303	0.821	coding
Cp_V2_contig_11831	524	90	0.172	lncRNA
Cp_V2_contig_11832	1623	291	0.179	lncRNA
Cp_V2_contig_11833	4705	201	0.043	lncRNA
Cp_V2_contig_11834	1185	1131	0.954	coding
Cp_V2_contig_11835	2274	210	0.092	lncRNA
Cp_V2_contig_11836	705	126	0.179	lncRNA
Cp_V2_contig_11837	1267	324	0.256	lncRNA
Cp_V2_contig_11838	546	366	0.670	coding
Cp_V2_contig_11839	452	165	0.365	lncRNA
Cp_V2_contig_11840	387	294	0.760	coding
Cp_V2_contig_11841	1014	291	0.287	lncRNA
Cp_V2_contig_11842	331	30	0.091	lncRNA
Cp_V2_contig_11843	335	30	0.090	lncRNA
Cp_V2_contig_11844	316	30	0.095	lncRNA
Cp_V2_contig_11845	993	222	0.224	lncRNA
Cp_V2_contig_11846	851	252	0.296	lncRNA
Cp_V2_contig_11847	1561	177	0.113	lncRNA
Cp_V2_contig_11848	350	144	0.411	lncRNA
Cp_V2_contig_11849	1377	216	0.157	lncRNA
Cp_V2_contig_11850	707	213	0.301	lncRNA
Cp_V2_contig_11851	934	75	0.080	lncRNA
Cp_V2_contig_11852	734	138	0.188	lncRNA
Cp_V2_contig_11853	1356	381	0.281	lncRNA
Cp_V2_contig_11854	894	156	0.174	lncRNA
Cp_V2_contig_11855	441	126	0.286	lncRNA
Cp_V2_contig_11856	335	0	0.000	lncRNA
Cp_V2_contig_11857	623	378	0.607	coding
Cp_V2_contig_11858	2229	141	0.063	lncRNA
Cp_V2_contig_11859	511	42	0.082	lncRNA
Cp_V2_contig_11860	405	132	0.326	lncRNA
Cp_V2_contig_11861	379	117	0.309	lncRNA
Cp_V2_contig_11862	438	153	0.349	lncRNA
Cp_V2_contig_11863	625	438	0.701	coding
Cp_V2_contig_11864	1488	1356	0.911	coding
Cp_V2_contig_11865	860	96	0.112	lncRNA
Cp_V2_contig_11866	453	69	0.152	lncRNA
Cp_V2_contig_11867	986	111	0.113	lncRNA
Cp_V2_contig_11868	519	126	0.243	lncRNA
Cp_V2_contig_11869	1489	117	0.079	lncRNA
Cp_V2_contig_11870	762	135	0.177	lncRNA
Cp_V2_contig_11871	481	144	0.299	lncRNA
Cp_V2_contig_11872	692	411	0.594	coding
Cp_V2_contig_11873	417	84	0.201	lncRNA
Cp_V2_contig_11874	1180	915	0.775	coding
Cp_V2_contig_11875	1030	843	0.818	coding
Cp_V2_contig_11876	378	84	0.222	lncRNA
Cp_V2_contig_11877	951	858	0.902	coding
Cp_V2_contig_11878	1595	120	0.075	lncRNA
Cp_V2_contig_11879	329	12	0.036	lncRNA
Cp_V2_contig_11880	1392	579	0.416	lncRNA
Cp_V2_contig_11881	1066	138	0.129	lncRNA
Cp_V2_contig_11882	1779	1575	0.885	coding
Cp_V2_contig_11883	459	117	0.255	lncRNA
Cp_V2_contig_11884	2844	567	0.199	lncRNA
Cp_V2_contig_11885	376	24	0.064	lncRNA
Cp_V2_contig_11886	1176	819	0.696	coding
Cp_V2_contig_11887	608	285	0.469	lncRNA
Cp_V2_contig_11888	452	75	0.166	lncRNA
Cp_V2_contig_11889	733	78	0.106	lncRNA
Cp_V2_contig_11890	879	558	0.635	coding
Cp_V2_contig_11891	598	333	0.557	coding
Cp_V2_contig_11892	371	36	0.097	lncRNA
Cp_V2_contig_11893	357	63	0.176	lncRNA
Cp_V2_contig_11894	546	75	0.137	lncRNA
Cp_V2_contig_11895	327	60	0.183	lncRNA
Cp_V2_contig_11896	2624	309	0.118	lncRNA
Cp_V2_contig_11897	506	246	0.486	lncRNA
Cp_V2_contig_11898	444	132	0.297	lncRNA
Cp_V2_contig_11899	346	36	0.104	lncRNA
Cp_V2_contig_11900	624	54	0.087	lncRNA
Cp_V2_contig_11901	2081	1641	0.789	coding
Cp_V2_contig_11902	305	18	0.059	lncRNA
Cp_V2_contig_11903	4397	186	0.042	lncRNA
Cp_V2_contig_11904	479	261	0.545	coding
Cp_V2_contig_11905	323	63	0.195	lncRNA
Cp_V2_contig_11906	832	96	0.115	lncRNA
Cp_V2_contig_11907	619	255	0.412	lncRNA
Cp_V2_contig_11908	358	12	0.034	lncRNA
Cp_V2_contig_11909	1058	573	0.542	coding
Cp_V2_contig_11910	381	54	0.142	lncRNA
Cp_V2_contig_11911	561	396	0.706	coding
Cp_V2_contig_11912	832	75	0.090	lncRNA
Cp_V2_contig_11913	909	78	0.086	lncRNA
Cp_V2_contig_11914	595	189	0.318	lncRNA
Cp_V2_contig_11915	1178	858	0.728	coding
Cp_V2_contig_11916	305	21	0.069	lncRNA
Cp_V2_contig_11917	343	0	0.000	lncRNA
Cp_V2_contig_11918	337	18	0.053	lncRNA
Cp_V2_contig_11919	385	192	0.499	lncRNA
Cp_V2_contig_11920	546	132	0.242	lncRNA
Cp_V2_contig_11921	869	129	0.148	lncRNA
Cp_V2_contig_11922	1626	171	0.105	lncRNA
Cp_V2_contig_11923	376	120	0.319	lncRNA
Cp_V2_contig_11924	2007	189	0.094	lncRNA
Cp_V2_contig_11925	584	171	0.293	lncRNA
Cp_V2_contig_11926	578	111	0.192	lncRNA
Cp_V2_contig_11927	2485	210	0.085	lncRNA
Cp_V2_contig_11928	946	330	0.349	lncRNA
Cp_V2_contig_11929	461	0	0.000	lncRNA
Cp_V2_contig_11930	845	786	0.930	coding
Cp_V2_contig_11931	499	210	0.421	lncRNA
Cp_V2_contig_11932	1322	84	0.064	lncRNA
Cp_V2_contig_11933	400	219	0.547	coding
Cp_V2_contig_11934	889	786	0.884	coding
Cp_V2_contig_11935	452	174	0.385	lncRNA
Cp_V2_contig_11936	1887	363	0.192	lncRNA
Cp_V2_contig_11937	1227	957	0.780	coding
Cp_V2_contig_11938	1555	225	0.145	lncRNA
Cp_V2_contig_11939	659	9	0.014	lncRNA
Cp_V2_contig_11940	327	33	0.101	lncRNA
Cp_V2_contig_11941	858	99	0.115	lncRNA
Cp_V2_contig_11942	631	270	0.428	lncRNA
Cp_V2_contig_11943	610	288	0.472	lncRNA
Cp_V2_contig_11944	610	192	0.315	lncRNA
Cp_V2_contig_11945	528	84	0.159	lncRNA
Cp_V2_contig_11946	932	99	0.106	lncRNA
Cp_V2_contig_11947	709	399	0.563	coding
Cp_V2_contig_11948	897	123	0.137	lncRNA
Cp_V2_contig_11949	1189	291	0.245	lncRNA
Cp_V2_contig_11950	401	102	0.254	lncRNA
Cp_V2_contig_11951	508	387	0.762	coding
Cp_V2_contig_11952	716	396	0.553	coding
Cp_V2_contig_11953	637	18	0.028	lncRNA
Cp_V2_contig_11954	1552	1404	0.905	coding
Cp_V2_contig_11955	530	120	0.226	lncRNA
Cp_V2_contig_11956	902	330	0.366	lncRNA
Cp_V2_contig_11957	634	276	0.435	lncRNA
Cp_V2_contig_11958	791	72	0.091	lncRNA
Cp_V2_contig_11959	543	90	0.166	lncRNA
Cp_V2_contig_11960	703	252	0.358	lncRNA
Cp_V2_contig_11961	302	0	0.000	lncRNA
Cp_V2_contig_11962	1524	924	0.606	coding
Cp_V2_contig_11963	452	114	0.252	lncRNA
Cp_V2_contig_11964	773	573	0.741	coding
Cp_V2_contig_11965	1301	381	0.293	lncRNA
Cp_V2_contig_11966	1091	228	0.209	lncRNA
Cp_V2_contig_11967	369	207	0.561	coding
Cp_V2_contig_11968	456	78	0.171	lncRNA
Cp_V2_contig_11969	905	759	0.839	coding
Cp_V2_contig_11970	606	144	0.238	lncRNA
Cp_V2_contig_11971	1441	1050	0.729	coding
Cp_V2_contig_11972	721	141	0.196	lncRNA
Cp_V2_contig_11973	1452	120	0.083	lncRNA
Cp_V2_contig_11974	475	195	0.411	lncRNA
Cp_V2_contig_11975	522	156	0.299	lncRNA
Cp_V2_contig_11976	661	162	0.245	lncRNA
Cp_V2_contig_11977	1184	372	0.314	lncRNA
Cp_V2_contig_11978	392	183	0.467	lncRNA
Cp_V2_contig_11979	1022	267	0.261	lncRNA
Cp_V2_contig_11980	380	0	0.000	lncRNA
Cp_V2_contig_11981	785	171	0.218	lncRNA
Cp_V2_contig_11982	1915	123	0.064	lncRNA
Cp_V2_contig_11983	1825	1818	0.996	coding
Cp_V2_contig_11984	918	81	0.088	lncRNA
Cp_V2_contig_11985	418	108	0.258	lncRNA
Cp_V2_contig_11986	1004	630	0.627	coding
Cp_V2_contig_11987	1966	255	0.130	lncRNA
Cp_V2_contig_11988	501	96	0.192	lncRNA
Cp_V2_contig_11989	306	39	0.127	lncRNA
Cp_V2_contig_11990	320	273	0.853	coding
Cp_V2_contig_11991	859	258	0.300	lncRNA
Cp_V2_contig_11992	1577	123	0.078	lncRNA
Cp_V2_contig_11993	452	168	0.372	lncRNA
Cp_V2_contig_11994	1696	351	0.207	lncRNA
Cp_V2_contig_11995	325	63	0.194	lncRNA
Cp_V2_contig_11996	538	210	0.390	lncRNA
Cp_V2_contig_11997	304	36	0.118	lncRNA
Cp_V2_contig_11998	1319	192	0.146	lncRNA
Cp_V2_contig_11999	511	51	0.100	lncRNA
Cp_V2_contig_12000	354	66	0.186	lncRNA
Cp_V2_contig_12001	970	903	0.931	coding
Cp_V2_contig_12002	675	102	0.151	lncRNA
Cp_V2_contig_12003	781	108	0.138	lncRNA
Cp_V2_contig_12004	1526	336	0.220	lncRNA
Cp_V2_contig_12005	2570	420	0.163	lncRNA
Cp_V2_contig_12006	659	0	0.000	lncRNA
Cp_V2_contig_12007	1573	159	0.101	lncRNA
Cp_V2_contig_12008	504	132	0.262	lncRNA
Cp_V2_contig_12009	744	720	0.968	coding
Cp_V2_contig_12010	476	150	0.315	lncRNA
Cp_V2_contig_12011	585	270	0.462	lncRNA
Cp_V2_contig_12012	2024	147	0.073	lncRNA
Cp_V2_contig_12013	373	27	0.072	lncRNA
Cp_V2_contig_12014	458	147	0.321	lncRNA
Cp_V2_contig_12015	1286	228	0.177	lncRNA
Cp_V2_contig_12016	447	171	0.383	lncRNA
Cp_V2_contig_12017	370	93	0.251	lncRNA
Cp_V2_contig_12018	327	186	0.569	coding
Cp_V2_contig_12019	683	585	0.857	coding
Cp_V2_contig_12020	709	177	0.250	lncRNA
Cp_V2_contig_12021	940	141	0.150	lncRNA
Cp_V2_contig_12022	2451	336	0.137	lncRNA
Cp_V2_contig_12023	771	51	0.066	lncRNA
Cp_V2_contig_12024	432	96	0.222	lncRNA
Cp_V2_contig_12025	522	69	0.132	lncRNA
Cp_V2_contig_12026	359	117	0.326	lncRNA
Cp_V2_contig_12027	1001	312	0.312	lncRNA
Cp_V2_contig_12028	2030	1713	0.844	coding
Cp_V2_contig_12029	376	84	0.223	lncRNA
Cp_V2_contig_12030	973	147	0.151	lncRNA
Cp_V2_contig_12031	402	51	0.127	lncRNA
Cp_V2_contig_12032	404	159	0.394	lncRNA
Cp_V2_contig_12033	398	102	0.256	lncRNA
Cp_V2_contig_12034	446	270	0.605	coding
Cp_V2_contig_12035	1166	159	0.136	lncRNA
Cp_V2_contig_12036	1475	99	0.067	lncRNA
Cp_V2_contig_12037	1084	201	0.185	lncRNA
